,Lineage,parent,MIN(collection_date),parent_date,gap,N,M,S,E
0,B.1.637.1,B.1.637,2021-09-21,2020-05-29,480,0.0004078178,0.0004315512,0.0004749525,0.0003939628
1,AY.46.6.1,AY.46.6,2021-10-17,2020-08-11,432,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2,AY.29.1,AY.29,2021-03-09,2021-01-28,40,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3,AY.29.2,AY.29,2021-07-16,2021-01-28,169,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4,B.1.240.1,B.1.240,2020-08-04,2020-03-22,135,0.0007170780,0.0007328270,0.0009435632,0.0007513018
5,B.1.240.2,B.1.240,2020-08-24,2020-03-22,155,0.0004303863,0.0004444716,0.0006307127,0.0004604746
6,W.1,B.1.177.53,2020-10-02,2020-08-03,60,0.0042041795,0.0040484234,0.0043968279,0.0041963367
7,W.2,B.1.177.53,2020-09-23,2020-08-03,51,0.0005879751,0.0003653996,0.0008714782,0.0005538580
8,W.3,B.1.177.53,2020-08-18,2020-08-03,15,0.0019991153,0.0012423588,0.0029630260,0.0018831173
9,W.4,B.1.177.53,2020-06-02,2020-08-03,-61,0.0004915857,0.0003054981,0.0007286130,0.0004630616
10,A.23.1,A.23,2020-06-08,2020-08-14,-67,0.0037882839,0.0043375412,0.0041510278,0.0038617233
11,BA.2.10.1,BA.2.10,2021-12-23,2020-04-03,629,0.0000000000,0.0000000000,0.0000000000,0.0000000000
12,BA.2.10.2,BA.2.10,2021-12-30,2020-04-03,643,0.0000000000,0.0000000000,0.0000000000,0.0000000000
13,BA.2.10.3,BA.2.10,2021-12-26,2020-04-03,632,0.0000000000,0.0000000000,0.0000000000,0.0000000000
14,BA.2.10.4,BA.2.10,2022-04-20,2020-04-03,747,0.0000000000,0.0000000000,0.0000000000,0.0000000000
15,B.1.415.1,B.1.415,2021-05-07,2020-03-16,417,0.0004633424,0.0004663931,0.0005421347,0.0004424670
